Name,IATA,ICAO
Leesburg Executive Airport,\N,KJYO
CNC4,\N,\N
CNC4,\N,\N
Anoka County-Blaine (Janes Field) Airport,\N,KANE
Robinson Crusoe Airport,\N,SCIR
Villa Airport,VAM,VRMV
Hilton Iru fushi,IRU,IRUF
Dhigurah Centara Grand Maldives,DHG,DHGU
Beijing Railway Station,\N,\N
Chengde Railway Station,\N,\N
Lingling Airport,LLF,ZGLG
Lošinj Island Airport,LSZ,LDLO
Onslow Airport,ONS,YOLW
Theodore Airport,TDR,YTDR
RUDNIKI ,CZW,EPRU
Williamson Sodus Airport,\N,KSDC
Clear Lake Metroport,CLC,\N
Gilberto Lavaque,CFX,SASC
Fairoaks Airport,\N,EGTF
Boulder Municipal Airport,WBU,KBDU
Neustadt-Glewe Airport,\N,EDAN
Berchtesgarden BKS,\N,\N
Hohe Duene,\N,ETMW
Sannvhe,TVS,ZBSN
Goetsenhoven Air Base,\N,EBTN
Tutow Airport,\N,EDUW
Bremgarten Airport,\N,EDTG
Bitburg Airport,BBJ,EDRB
Toul AB closed,\N,\N
Palo Alto Airport of Santa Clara County,PAO,KPAO
Dubai Cruise Terminal,\N,\N
Ust-Nera Airport,USR,UEMT
Letiště Vysoké Mýto,\N,LKVM
Spa (la Sauvenière) Airfield,\N,EBSP
Falcon Field,MSC,KFFZ
Coolidge Municipal Airport,\N,KP08
Cottonwood Airport,\N,KP52
Namur-Suarlée Airfield,\N,EBNM
Kiewit Airfield Hasselt,\N,EBZH
Ak-Chin Regional Airport,\N,KA39
Wickenburg Municipal Airport,\N,KE25
Yangzhou Taizhou Airport,YTY,ZSYA
Oakland County International Airport,PTK,KPTK
Fuzhou Railway Station,\N,\N
Xiamen Railway Station,\N,\N
Kissidougou Airport,KSI,GUKU
Pecs,QPJ,\N
Neuwied,\N,\N
Castelnuovo di Garfagnana,\N,\N
Portovenere,\N,\N
Amsterdam Zuid WTC,\N,\N
Budapest Keteli,\N,\N
Zagreb Glavni Kolod.,\N,\N
Dillant Hopkins Airport,EEN,KEEN
Tianshui Maijishan Airport,THQ,ZLTS
Kawama Airport,VRO,MUKW
Yumuri Valley,\N,\N
Kooddoo Airport,GKK,VRMO
Glasgow Industrial Airport,\N,07MT
Rochester Airport,RCS,EGTO
Den Haag Centraal,\N,\N
Paris Nord,\N,\N
Venlo railway station,\N,\N
Monchengladbach Central Station,\N,\N
Utrecht Centraal,\N,\N
Rensselaer Rail Station,\N,\N
Amtrak Station,\N,\N
Amtrak Station,\N,\N
Denali Rail,\N,\N
Albian Aerodrome,JHL,\N
Monroe Reqional Airport,EQY,\N
Station Aare,\N,\N
Villach Hauptbahnhof,\N,\N
Krakow Glowny,\N,\N
Wien Meidling,\N,\N
Roma Termini,\N,\N
Napoli Centrale,\N,\N
Euston Station,\N,\N
Kankan,KNN,GUXD
Termas de Río Hondo international Airport,RHD,SANR
Guangzhou Railway Station,\N,\N
Shenzhen West Railway Station,\N,\N
Shenzhen North Railway Station,\N,\N
Keetmanshoop Airport,KMP,FYKT
Shekou Ferry Terminal,\N,\N
Zhuhai-Jiuzhou Port,\N,\N
Kangding Airport,KGT,ZUKD
Train Station,\N,\N
Train Station,\N,\N
Velikiy Ustyug Airport,VUS,ULWU
Iowa City Municipal Airport,IOW,KIOW
Turpan Jiaohe Airport,TLQ,ZWTP
Lorenzo Airport,\N,SNCL
Windom Municipal Airport,\N,KMWM
Sasakwa Airstrip,\N,\N
Yabuli,\N,\N
Longview Ranch Airport,\N,OG39
Rothera Research Station,\N,EGAR
Sortavala Airport,\N,ULPW
Valaam,\N,\N
Lee Airport,ANP,KANP
Songshan Train Station,\N,\N
Kaohsiung Station,\N,\N
Hualien Station,\N,\N
El Merk,\N,\N
Budapest Keleti pu.,\N,\N
Bratislava hl. st.,\N,\N
Ndutu,DUU,HTND
Cuamba Airport,FXO,FQCB
Bodaybo Airport,ODO,UIKB
Berdoba Airport,\N,\N
Zhytomyr Airport,ZTR,UKKV
Mozyr,\N,UMGM
Paluknys Airport,\N,EYVP
Mattala Rajapaksa International Airport,HRI,VCRI
Pecos Municipal Airport,PEQ,KPEQ
Hattiesburg Bobby L Chain Municipal Airport,HBG,KHBG
Botucatu - Tancredo de Almeida Neves Airport,QCJ,SDBK
Base Aérea Airport,\N,SBAN
Mário Pereira Lopes–São Carlos Airport,QSC,SDSC
Byron Airport,\N,\N
Grindelwald,\N,\N
Grindelwald,\N,\N
Chan Gurney Municipal Airport,YKN,KYKN
Selfield Airport,SES,KSES
Linkwasha Airfield,\N,\N
Sir Bani Yas Airport,XSB,OMBY
Dalma Airport,ZDY,\N
Bromont (Roland Desourdy) Airport,ZBM,CZBM
Playa del Carmen Airport,PCM,\N
Beccles Airport,\N,EGSM
Kratie Airport,KTI,VDKT
Caldera Airport,\N,SCCL
San Pedro de Atacama Airport,\N,SCPE
Copacabana Airport,\N,SLCC
Havelock Island Seaport,\N,\N
Guyuan Liupanshan Airport,GYU,ZLGY
RAF Brawdy,\N,EGDA
Gaios Bay,\N,\N
Changhai Airport,CNI,ZYCH
Redhill Aerodrome,KRH,EGKR
Bahnhof,\N,\N
Acquafredda Station,\N,\N
Victoria Station,\N,\N
Jiagedaqi Airport,JGD,ZYJD
Chinchilla Airport,CCL,YCCA
Frazier Lake Airpark,1C9,\N
Hayward Executive Airport,HWD,KHWD
Motueka Airport,MZP,NZMK
Shute Harbour Airport,JHQ,YSHR
Enstone Aerodrome,\N,EGTN
Portoferrario Cruise Terminal,\N,\N
Pittsburgh Amtrak,\N,\N
Raton Amtrak,\N,\N
Ann Arbor Municipal Airport,ARB,KARB
Myrdal Station,\N,\N
Flam Station,\N,\N
Leikanger Terminal,\N,\N
North Sea,\N,GRY1
Shepparton Airport,SHT,YSHT
Temora Airport,TEM,YTEM
Gayndah Airport,GAH,YGAY
Popondetta,EIA,\N
Wilcannia Airport,WIO,YWCA
Bollards Lagoon,\N,\N
Delamere Range,\N,\N
Ivanhoe Airport,\N,YIVO
Menindee Airport,\N,YMED
Naduri,\N,\N
Pooncarie Airport,\N,YPCE
Wiawera Station,\N,\N
Tilpa Airport,\N,YTLP
Yarramba Station,\N,\N
Reichenbach Air Base,\N,LSGR
Takayama Station,\N,\N
Himeji Station,\N,\N
Miyajimaguchi Station,\N,\N
Miyajima Port,\N,\N
Brown Bluff Port,\N,\N
Devil Island Port,\N,\N
Gourdin Island Port,\N,\N
Cuverville Island Port,\N,\N
Neko Harbor,\N,\N
Port Lockroy,\N,\N
Walker Bay,\N,\N
Whalers Bay,\N,\N
Labadee Port,\N,\N
Lagos Lagoon,\N,\N
Escravos,\N,\N
Volosovo,\N,XUMW
Bijie Feixiong Airport,BFJ,ZUBJ
Lensk Airport,ULK,UERL
Fairbanks Train Depot,\N,\N
Denali Train Depot,\N,\N
Talkeetna Train Depot,\N,\N
Anchorage Rail Depot,\N,\N
Whittier Port,\N,\N
Qingdao Railway Station,\N,\N
Beijing South Railway Station,\N,\N
Shanghai Railway Station,\N,\N
Suzhou Railway Station,\N,\N
Biluty,\N,\N
Shumak,\N,\N
Shumak,\N,\N
Kitoi,\N,\N
Kitoi,\N,\N
Angasolka,\N,\N
Kavalerovo Airport,KVR,UHWK
Iğdır Airport,IGD,LTCT
Şanlıurfa GAP Airport,GNY,LTCS
Zafer Airport,KZR,LTBZ
Barentsburg,\N,\N
Piramida,\N,\N
Velikiye Luki Airport,VLU,ULOL
Boston Back Bay Station,ZTY,\N
Burlington GO Station,\N,\N
Niagra Falls Railway Station,\N,\N
Niagara Falls Station,\N,\N
Yelahanka Air Force Station,\N,VOYK
Yeltsovka Airport,\N,UNNE
Veligandu Resort,\N,\N
Kuramathi,\N,\N
Olkiombo Airstrip,\N,HKOK
Shanghai South Railway Station,\N,\N
Suzhou North Railway Station,\N,\N
Ulithi,ULI,\N
Mar-Kuel,\N,UHHK
Kodinsk Airport,\N,UNKI
Nanjing Railway Station,\N,\N
Balkanabat,BKN,\N
Lake Macquarie Airport,BEO,YPEC
Henry County Airport,\N,K4A7
Stapleton International Airport,\N,DENX
Brampton Island Airport,BMP,YBPI
Shanghai Maglev Long Yang Road Station,\N,\N
Nuernberg Port,\N,\N
Alameda Naval Air Station,NGZ,KNGZ
Stein,\N,\N
Dippenricht Heliport,\N,\N
Lagoon Cove water aerodrome,\N,\N
Endelave Flyveplads,\N,EKEL
St. Johann In Tirol Airport,\N,LOIJ
Echo Bay water aerodrome,\N,\N
Kingcome water aerodrome,\N,\N
Thalmässing-Waizenhofen Airport,\N,EDPW
Tcentralny,\N,XRRC
Buffalo Exchange Street Station,\N,\N
Wilmington Amtrak Station,ZWI,\N
Vagaru Island,\N,\N
Fort McMurray - Mildred Lake Airport,NML,\N
Genoa Cruise Terminal,\N,\N
Suzhou Industrial Park Railway Station,\N,\N
Elkhart Municipal,\N,\N
Cochrane Airport,YCN,CYCN
Estadual Arthur Siqueira Airport,BJP,SBBP
Busselton Regional Airport,BQB,YBLN
Srednekolymsk Airport,SEK,UESK
Garowe - International,GGR,\N
Comarapa Airport,\N,SLCR
Thorny Bush Game Lodge Airport,\N,\N
Inverell Airport,IVR,YIVL
Glen Innes Airport,GLI,YGLI
Hangzhou Railway Station,\N,\N
Sorrento Valley Station,\N,\N
San Diego Union Station,\N,\N
Ansbach-Petersdorf Airport,\N,EDQF
Venice-Venezia Mestre,\N,\N
Immokalee Regional Airport,IMM,KIMM
Maranggo Airport,TQQ,WA44
Rancho San Simeon Airport,\N,66CA
Port Canaveral,\N,\N
Cococay,\N,\N
Yichun Mingyueshan Airport,YIC,ZSYC
Costa maya port,\N,\N
Costa maya port,\N,\N
Fajardo,\N,\N
Billings field,\N,\N
Hiberico Offshore Platform,\N,\N
Alpha offshore platform,\N,\N
Peterhof Helicopter Landing area,\N,\N
Gogland Helicopter Landing,\N,\N
New Carrollton Rail Station,ZRZ,\N
Ship Channel Cay,\N,\N
Walkersville Train Depot,\N,\N
Seattle Pier 69 - Victoria Clipper,\N,\N
Dinwiddie County Airport,PTB,KPTB
Mount Aso helipad,\N,\N
Mount Aso helipad,\N,\N
Kasongo Airport,\N,FZOK
McMurdo Station Pegasus Field,\N,NZPG
Klatovy Airport,\N,LKKT
Sheboygan County Memorial Airport,SBM,KSBM
Fortescue - Dave Forrest Aerodrome,KFE,YFDF
Ephraim-Gibraltar Airport,3D2,\N
Kangel Danda Airport,\N,VNKL
Man Maya Airport,\N,VNKD
Talcha Airport,\N,VNT1
Bajura Airport,BJU,VNBR
Walkersville Turnaround,\N,\N
Chara Airport,\N,UIAR
Tho Xuan Airport,THD,\N
Herning Airport,\N,EKHG
Oberschleißheim Airfield,\N,EDNX
Pinal Airpark,MZJ,KMZJ
Glendale Municipal Airport,\N,KGEU
Safford Regional Airport,SAD,KSAD
Verden-Scharnhorst Airfield,\N,EDWV
Mara North,\N,\N
Fort Lauderdale-Hollywood International Airport Station at Dania Beach,\N,\N
Deerfield Beach Station,\N,\N
Lecheo,\N,\N
Solomon Airport,SLJ,YSOL
Nittenau-Bruck Airport,\N,EDNM
Kerama Airport,KJP,ROKR
Americana Airport,\N,SDAI
Brussels Gare Centrale,\N,\N
Comino Airport,JCO,\N
Udine stazione,\N,\N
Bratislava Hlavna Stanica,\N,\N
Depati Parbo Airport,\N,\N
Kolosovka,\N,\N
Ekibastuz Airport,EKB,UASB
Znamenka airport,\N,\N
Tevriz airport,\N,\N
Bestobe airport,\N,\N
Stepnogorsk airport,\N,\N
Bekdash airport,\N,\N
Adamovka,\N,UWOD
Kvarkeno,\N,UWOH
Sikeston Memorial Municipal Airport,SIK,KSIK
Nynashamnterminalen,\N,\N
Rodby Port,\N,\N
Puttgarden,QUA,\N
Sonevafushi,\N,\N
Royal Island Resort,\N,\N
Royal Island Resort,\N,\N
Port of Belfast,BE2,\N
Stranraer Ferry Port,SR2,\N
Oceano County Airport,L52,KL52
Eupen - Rail,\N,\N
Tetiaroa Airport,TTI,NTTE
Osnabrueck Hbf,\N,\N
Hannover Hbf,\N,\N
Floyd Bennett Memorial Airport,GFL,KGFL
Saratoga County Airport,\N,K5B2
Burrello-Mechanicville Airport,K27,\N
Tampa Padang,MJU,WAWJ
Crystal River Airport,\N,KCGC
Martin State Airport,MTN,KMTN
Lincoln Regional Karl Harder Field,\N,KLHM
Fostoria Metropolitan Airport,\N,KFZI
Eastern Slopes Regional Airport,FRY,KIZG
Coral Creek Airport,\N,FA54
Lakefront Airport,NEW,KNEW
Coeur D'Alene - Pappy Boyington Field,COE,KCOE
Beaumont Municipal Airport,BMT,KBMT
Vermilion Regional Airport,DNV,KDNV
Varberg Railway Station,\N,\N
Coonabarabran Airport,COJ,YCBB
Toronto Union Station,\N,\N
Windsor Station,\N,\N
Dearborn Amtrak Station,\N,\N
Merritt Island Airport,COI,\N
Valkaria Municipal,X59,\N
Space Coast Regional Airport,TIX,KTIX
Sebastian Municipal,X26,\N
Terrace Bay,TCY,\N
Nxabega Airstrip,\N,FB57
Kelani River-Peliyagoda Waterdrome,KEZ,\N
Polgolla Reservoir,KDZ,\N
Bumi Airport,BZH,FVBM
Priv,\N,\N
Warnervale Airport,\N,YWVA
Boat,\N,\N
Boat,\N,\N
Cartitas,\N,\N
Boat,\N,\N
Hospital,\N,\N
Clinic,\N,\N
Village,\N,\N
Bouarfa Airport,UAR,GMFB
Beijing West Railway Station,\N,\N
Hung Hom Railway Station,\N,\N
Nyeri Airport,NYE,HKNI
Angaga Seaplane Dock,\N,\N
Madoogali Seaplane Dock,\N,\N
Effingham Memorial Airport,1H2,KEFH
Stoke,\N,\N
Tobermory Dock,\N,\N
South Baymouth Docks,\N,\N
Andrau Airpark,AAP,KAAP
Flying Cloud Airport,FCM,KFCM
Likoma Island Airport,LIX,FWLK
Johnson County Executive Airport,OJC,KOJC
Sigiriya Air Force Base,GIU,VCCS
Westbahnhoff,XWW,\N
York Mills GO Bus Terminal,\N,\N
Neumünster Airport,EUM,EDHN
Tak Airport,TKT,VTPT
Marshall Aiport,\N,\N
Meedhuffushi Seaplane dock,\N,\N
Barrie-Orillia (Lake Simcoe Regional Airport),YLK,CYLS
Huronia Airport,\N,CYEE
Markham Airport,\N,CNU8
Stanhope Municipal Airport,\N,CND4
Kawartha Lakes (Lindsay) Airport,\N,CNF4
Niagara District Airport,YCM,CYSN
Apopka,X04,\N
Edenvale Aerodrome,\N,CNV8
Orillia Airport,\N,CNJ4
Holland Landing Airpark,\N,CLA4
Kent,XCM,CNZ3
Parry Sound Area Municipal Airport,YPD,CNK4
Hanover / Saugeen Municipal Airport,\N,CYHS
Brandywine Airport,\N,KOQN
Batoka,\N,\N
Manassas Regional Airport/Harry P. Davis Field,MNZ,KHEF
Texas Gulf Coast Regional Airport,LJN,KLBX
Bubovice Airport,\N,LKBU
Shenzhen Railway Station,\N,\N
Rakkestad Astorp Airport,\N,ENRK
Johnstown Amtrak,\N,\N
Harvey Field S43,\N,\N
Urgup,\N,\N
Dolo Ado,\N,\N
AYaou,\N,\N
Camop,\N,\N
CApat,\N,\N
Citro,\N,\N
DieuM,\N,\N
Dorli,\N,\N
Elyse,\N,\N
Herap,\N,\N
OSMSE,\N,\N
Prevo,\N,\N
Sisli Belediyesi Evlendirme Dairesi Heliport,\N,\N
Kadikoy Ispark Heliport,\N,\N
Bingöl Çeltiksuyu Airport,BGG,LTCU
Kastamonu Airport,KFS,LTAL
Okawango Lodge,\N,\N
Kai Tak,\N,HKGX
Elstree Airfield,\N,EGTR
Sandtoft Airfield,\N,EGCF
Bourne Park,\N,\N
Hite Airport,UT3,\N
Dieppe Ferry Port,\N,\N
Newhaven Ferry Port,\N,\N
Ollantaytambo Train Station,\N,\N
Aguas Calientes Train Station,\N,\N
Poroy Train Station,\N,\N
Aberdeen Harbour,\N,\N
Lerwick Harbour,\N,\N
Torshavn Harbour,\N,\N
Seydisfjordur,\N,\N
Queen Street Station,GLQ,\N
Torit Airport,\N,HSTR
Falmouth Port,\N,\N
Cozumel Port,\N,\N
Philipsburg Port,\N,\N
Basseterre Port,\N,\N
Charlotte Amalie Port,\N,\N
San Juan Port,\N,\N
Santa Barbara Train Station,\N,\N
Eugene Amtrak Station,\N,\N
Lincolnville GO Station,\N,\N
Mormugao-Goa Port,\N,\N
Cochin Port,\N,\N
Penang Cruise Terminal,\N,\N
Port Klang-Kuala Lumpur Cruise Terminal,\N,\N
Singapore Cruise Terminal,\N,\N
Shelby County Airport,\N,K2H0
Illinois Terminal,\N,\N
Mattoon Amtrak,\N,\N
Lüliang Airport,LLV,ZBLL
Delft Central,\N,\N
Daocheng Yading Airport,DCY,ZUDC
Gannan Xiahe Airport,GXH,ZLXH
Komandoo,\N,\N
Komandoo,\N,\N
Meck Island Airstrip,\N,\N
Sormovo,\N,XUDS
Grand Canyon West Airport,1G4,\N
Vängsö Airport,\N,ESSZ
Yaroslavsky Station,\N,\N
Railway Station,\N,\N
Railway Station,\N,\N
Railway Station,\N,\N
Main Station,\N,\N
Railway Station,\N,\N
Kuredu ,\N,\N
Heliport NUS,\N,\N
Heliport SU,\N,\N
Comiso Airport,CIY,LICB
Leroo La Tau,\N,\N
Xaxanaka,\N,\N
Xugana,\N,\N
Nxamaseri,\N,\N
Kwando,\N,\N
Boston North Station,\N,\N
Rockport Station,\N,\N
Salem Station,\N,\N
Salem Ferry Dock,\N,\N
Long Wharf,\N,\N
Joliet Union Station,\N,\N
Laraway Road,\N,\N
Lasalle Station,\N,\N
Waterloo International,\N,\N
Norfolk Station,\N,\N
London Railway Station,\N,\N
Gloucester Station,\N,\N
Kitchener Bus Terminal,\N,\N
Gare du Palais,\N,\N
Johnstown Amtrak,\N,\N
Enumclaw Airport,\N,WA77
Rock Airport,9G1,\N
Grand Central Terminal,\N,\N
Tremont,\N,\N
Plum Island Airport,2B2,\N
Brooks Camp,\N,\N
Kulik Lake Airport,LKK,\N
Central Station,ZGG,\N
Euston Station,QQU,\N
Waterloo International,QQW,\N
Belorussky Station,\N,\N
Railway Station,\N,\N
Railway Station,\N,\N
Railway Station,\N,\N
Railway Station,\N,\N
Guangzhoudong Railway Station,\N,\N
Domodedovo,\N,\N
Levashovo,\N,XLLV
Kettle Falls Lodge,\N,\N
Severobajkalsk Port,\N,\N
Vanino-Port,\N,\N
Holmsk-Port,\N,\N
Nogliki,\N,\N
Markovo Airport,KVM,UHMO
Seymchan Airport,\N,UHMS
Zyryanka Airport,ZKP,UESU
Susuman Airport,\N,UHMH
OYMYAKON,\N,UEMY
Ust-Maya Airport,UMS,UEMU
Aldan Airport,ADH,UEEA
Olyokminsk Airport,OLZ,UEMO
Vitim Airport,\N,UERT
Pellworm Field,\N,EDHP
Tynda,\N,\N
Tommot,\N,\N
Etretat,\N,\N
Le Havre,\N,\N
Weimar,\N,\N
Xinyuan Nalati Airport,NLT,ZWNL
Port Alsworth Airport,PTA,PALJ
Fontaine Airport,BOR,LFSQ
Pampulha,BHZ,\N
Fairfield County Airport,\N,KFDW
Obock Airport,OBC,HDOB
Tadjoura Airport,TDJ,HDTJ
Santa Cruz del Quiche Airport,AQB,MGQC
Norðfjörður Airport,NOR,BINF
Bursa Airport,BTZ,LTBE
Skyhaven Airport,\N,KDAW
Waris Airport,WAR,WAJR
Port Oceanic Airport,PRL,\N
Newton City-County Airport,EWK,KEWK
La Ferté Alais Airfield,\N,LFFQ
Angguruk airstrip,\N,\N
Bairnsdale Airport,BSJ,YBNS
Taszár Air Base,TZR,LHTA
Ocean Shores Municipal,W04,KW04
Packwood,55S,K55S
Fort Bridger Airport,FBR,KFBR
Prosser Airport,\N,KS40
Chehalis Centralia Airport,CLS,KCLS
Desert Aire Regional Airport,\N,KM94
Lebanon State,S30,KS30
Evanston-Uinta County Airport-Burns Field,EVW,KEVW
Sabetha Municipal Airport,\N,KK83
Mt Pleasant Regional-Faison field,\N,KLRO
Jimmy Carter Regional Airport,\N,KACJ
Weedon Field,EUF,KEUF
Saluda County Airport,\N,K6J4
Dare County Regional Airport,MEO,KMQI
Auburn University Regional Airport,AUO,KAUO
Tri Cities Airport,\N,KCZG
Isla Culebrita,\N,\N
Culebrita,\N,\N
Apollo Bay,\N,\N
Zabrat,\N,ZABR
Chirag,\N,CHIR
Kendal Glider Port,\N,\N
Lipa Noi Pier,\N,\N
Don Sak Pier,\N,\N
Bessemer Airport,\N,KEKY
Colorado Springs East Airport,\N,KA50
Olds Didsbury Airport,\N,\N
Sundre Airport,\N,\N
Buffalo-Depew Station,\N,\N
South Bend Station,\N,\N
Carroll Avenue NICTD Station,\N,\N
Chicago Millennium Station,\N,\N
St. Louis Gateway Transportation Center,\N,\N
Kansas City Union Station,\N,\N
Alvarado Transportation Center,\N,\N
San Francisco 4th and King St. Station,\N,\N
Oakland Jack London Square Station,\N,\N
Downtown Mountain View Station,\N,\N
San Mateo Station,\N,\N
Sunnyvale Station,\N,\N
Millbrae Intermodal Terminal,\N,\N
Cleveland Greyhound Station,\N,\N
Issyk-Kul International Airport,ИКУ,UCFL
Crystal Airport,\N,KMIC
Clarke County Airport,\N,K23M
Ellaidhoo,\N,\N
W H 'Bud' Barron Airport,DBN,KDBN
Port Authority,\N,\N
Bus Terminal,\N,ATWN
Binghamton Bus Terminal,\N,BING
William F. Walsh Regional Transportation Center,\N,SYTC
Union Station,UCA,\N
Clinton Bus Stop,\N,CLTN
Heuston Station,\N,\N
Killarney Station,\N,\N
Susquehanna Trailways Terminal,\N,WSPT
Martz Trailways Bus Terminal,\N,WKBR
Hazelton Bus Station,\N,HZLT
Lewisburg Bus Stop,\N,LWSB
Madison NJT Station,\N,MDSN
Maplewood NJT Station,\N,MPLD
Harrisburg Transportation Center,\N,HBRG
Metro-North Station,\N,PKPS
Port Everglades,\N,FTLD
Crown Bay,\N,STCB
Cruise Ship Dock,\N,RSAU
Grenada Port Authority Cruise Ship Terminal,\N,GREN
Martinique Cruise Terminal,\N,MTQE
Dr AC Wathey Cruise Pier,\N,PHBG
Half Moon Cay,\N,HMCY
Pukarua Airport,PUK,NTGQ
Kabale Airport,\N,HUKB
Cruz Bay Ferry Dock,\N,CBFD
Red Hook Bay Ferry Dock,\N,RHVI
Gare Routiere de Fort-de-France,\N,FDFM
Saint Pierre,\N,SPMQ
Philipsburg Bus Stop,\N,PHSM
Guatuso Airport,\N,MRGT
Summit NJT Station,\N,SMMT
Batoka Airfield,\N,\N
Central Bolívar Airport,\N,SVSJ
Cordoba Station,\N,CRDB
Granada Station,\N,GRND
Atocha,\N,MDAT
Corvallis Municipal Airport,CVO,KCVO
Helipad of Viraj Group,\N,\N
Heydar Aliyev,\N,HEYD
Phantom Lake,\N,\N
Tuzla Romania Airport,\N,LRTZ
Toledo Railway Station,\N,TLDO
Chamartin Station,\N,MADC
Abando,\N,BLBO
Aeroport,\N,ARPT
Passeig de Gracia,\N,PGRC
Sants,\N,BSNT
Railway Station,\N,FGRS
El Almendro Airport,\N,SCRT
New Brunswick Station,\N,NBWK
Trenton Transit Center,\N,TRTC
Holmesburg Jct Station,\N,HOLM
White Plains,\N,WPLN
Southeast,\N,STHT
B Street Cruise Terminal,\N,SANB
Terminal Maritima,\N,PRTV
Bahia San Lucas,\N,CABO
Ferry Terminal,\N,ACRT
Ferry Dock,\N,FRID
San Agustin Airport,\N,MRST
Port of Seattle,\N,PSEA
Ferry Terminal,\N,WHIT
Ferry Terminal,\N,VLDZ
Gare Routiere,\N,STLS
Bus Stop,\N,LRIV
Bus Stop,\N,CILS
Bus Stop,\N,HLBG
Bus Stop,\N,SLZI
Gare,\N,ANDR
Samambaia Heliport,\N,SDNS
Gare Routiere,\N,STPR
Baie Ste Anne,\N,PLIN
La Passe,\N,LADG
Ferry Dock,\N,BAIN
Bus,\N,PNMP
Bus,\N,SMRP
Fazenda Campo Verde Airport,\N,SNKV
Bus,\N,KMPT
Bus,\N,KEPC
Main Station,\N,TPEI
Prominent Hill Airport,PXH,YPMH
Cowra Airport,CWT,YCWR
Algerciras Port,\N,\N
Ganges Water Aerodrome,\N,\N
Pender Harbour Water Aerodrome,YPT,\N
Mansons Landing Water Aerodrome,YMU,\N
Port McNeill Airport,YMP,\N
Sullivan Bay Water Aerodrome,YTG,\N
Deer Harbor Seaplane,DHB,\N
San Diego Old Town Transit Center,OLT,\N
Coral Bay Airport,\N,YCOY
Ogden Hinckley Airport,OGD,KOGD
Lake Country Regional Airport,\N,KW63
Robert S Kerr Airport,\N,KRKR
Colorado Plains Regional Airport,AKO,KAKO
Sanderson Field,SHN,KSHN
Union Station,\N,\N
Cleveland Lakefront Station,\N,\N
Elkhart Station,\N,\N
Waterloo Station,\N,\N
Martin Luther King Jr. Plaza,\N,\N
Sandusky Station,\N,\N
Elyria Station,\N,\N
Alliance Station,\N,\N
Paoli Station,\N,\N
Elizabethtown Station,\N,\N
Lewiston Station,\N,\N
Huntingdon Station,\N,\N
Tyrone Station,\N,\N
Altoona Transportation Center,\N,\N
Latrobe Station,\N,\N
Greensburg Station,\N,\N
Williamsburg Station,\N,\N
Richmond Staples Mill Road Station,\N,\N
Ashland Virgina Station,\N,\N
Quantico Station,\N,\N
Alexandria Union Station,\N,\N
Roma Ostiense,\N,ROMO
Milano Porta Garibaldi,\N,MLPG
Port Jefferson Ferry Dock,\N,\N
Bridgeport Ferry Dock,\N,\N
Bridgeport Station,\N,\N
Stratford Station,\N,\N
Milford Station,\N,\N
West Haven Station,\N,\N
Fairfield Metro Station,\N,\N
Fairfield Station,\N,\N
Saugatuck Staiton,\N,\N
South Norwalk Station,\N,\N
Darien Station,\N,\N
Harlem-125th Street Station,\N,\N
Hammond-Whiting Station,\N,\N
Michigan City Amtrak Station,\N,\N
New Buffalo Station,\N,\N
Niles Station,\N,\N
Dowagiac Station,\N,\N
Kalamazoo Transportation Center,\N,\N
Battle Creek Station,\N,\N
Jackson MI Station,\N,\N
Ann Arbor Station,\N,\N
Gdansk Glowny,\N,\N
Poznan Glowny,\N,\N
Luebeck Hauptbahnhof,\N,\N
Cardiff Central,\N,\N
Stavanger Byterminalen,\N,\N
Bergen Busstasjonen,\N,\N
Geneva Cornavin,\N,\N
Budapest Nepliget Coach Station,\N,\N
Lviv Central Railway Station,\N,\N
Gara de Nord,\N,\N
Gara Sighisoara,\N,\N
Raleigh Amtrak Station,\N,\N
Toulouse Matabiau Station,\N,\N
Bordeaux Saint Jean Station,ZFQ,\N
Carcassonne Station,\N,\N
Bristol Temple Meads Railway Station,\N,\N
Dresden Hauptbahnhof,\N,\N
Budapest Deli Station,\N,\N
Szczecin Glowny Station,\N,\N
Luxembourg Railway Station,\N,\N
Milano Centrale Railway Station,\N,\N
Bologna Centrale Railway Station,\N,\N
Rimini Railway Station,\N,\N
Oxford Railway Station,\N,\N
Wigan Wallgate Railway Station,\N,\N
Aarhus Central Station,\N,\N
Oskarshamnterminalen,\N,\N
Oslo Central Station,XZO,\N
Bergen Railway Station,QFV,\N
Nimes Railway Station,ZYN,\N
Avignon TGV Station,XZN,\N
Aachen Hauptbahnhof,XHJ,\N
Vilnius Railway Station,\N,\N
Visbyterminalen,\N,\N
Torino Porta Nuova Railway Station,TPY,\N
Nice Railway Station,\N,\N
Ruzomberok Hlavna stanica,\N,\N
Budapest Keleti palyaudvar,\N,\N
Kyoto Station,\N,\N
Nagoya Station,\N,\N
Nara Station,\N,\N
Montreux Railway Station,\N,\N
's-Hertogenbosch Railway Station,\N,\N
Istanbul Esenler Otogari Bus Terminal,\N,\N
Sofia Central Bus Station,\N,\N
Riga Central Station,\N,\N
Brussels Nord,\N,\N
Bilbao Termibus,\N,\N
San Sebastian Railway Station,YJH,\N
Pamplona Railway Station,EEP,\N
Andorra Estacio D'Autobuses,\N,\N
Ljubljana Railway Station,\N,\N
Szeged Railway Station,\N,\N
Debrecen Railway Station,\N,\N
